,0
0,-0.7362244882275154
1,-0.7636190847537794
2,-0.7640460214932538
3,-0.7535627698267723
4,-0.7876385904941703
5,-0.8225434158768303
6,-0.8300416581269069
7,-0.8228129078534057
8,-0.7803363017020103
9,-0.7514995235475254
10,-0.7753754311219727
11,-0.779868100725836
12,-0.7499152593012863
13,-0.7180116665866887
14,-0.703155094715479
15,-0.6863802525018071
16,-0.6727304356662966
17,-0.6646081665578853
18,-0.6001171590158394
19,-0.5314739979333788
20,-0.4956860903299321
21,-0.41284772182439783
22,-0.35196878165294315
23,-0.3032442258457584
24,-0.20750492784554908
25,-0.1975307969492309
26,-0.11740808366061106
27,0.03014263127263778
28,0.12886704202206553
29,0.2355366094382441
30,0.33397158497816726
31,0.44856867359432734
32,0.6013868131198219
33,0.6783733410864652
34,0.8015317254896437
35,0.9306580965136418
36,1.121397897344638
37,1.220902574165814
38,1.3128635078548767
39,1.4233123006889774
40,1.4952288386249455
41,1.550034496039028
42,1.6544192371803936
43,1.7062688872542817
44,1.8060897624835552
45,1.8868870668203888
46,1.9123692829745376
47,1.9419365896733967
48,1.972987755568428
49,1.9751522335602463
50,1.9839172672104348
51,1.928504701740722
52,1.9140222635414907
53,1.8611144854614179
54,1.8194686062388363
55,1.767571767513631
56,1.7425583378882636
57,1.6741775043740033
58,1.578662851909482
59,1.4497875451770552
60,1.3200779293116274
61,1.2550198657355378
62,1.159226731339701
63,1.0009874424403333
64,0.8730692386671466
65,0.7641974078938252
66,0.7229462944615719
67,0.5782446718512255
68,0.5102779962518853
69,0.3764580421910788
70,0.23106188529958954
71,0.13099500908658646
72,-0.004983360774336098
73,-0.10090473119123436
74,-0.16175466928647808
75,-0.2795818038631837
76,-0.29985063848633986
77,-0.3722746438674617
78,-0.42515686429842675
79,-0.5290393046352941
80,-0.5950953909646128
81,-0.5931113665087455
82,-0.6171424799684752
83,-0.6435574469822423
84,-0.60427816473391
85,-0.5733432482536199
86,-0.5438954631752514
87,-0.5525331563554252
88,-0.5118575033593479
89,-0.46099495720477085
90,-0.3850423773660458
91,-0.3118189204542098
92,-0.19765186856191758
93,-0.09815793835330475
94,0.021458713880735395
95,0.10457670097852904
96,0.14170094296530727
97,0.2764156214105099
98,0.4139285179902973
99,0.5189916734939616
100,0.634111901698596
101,0.6802570638250794
102,0.737273664552605
103,0.8106143353187719
104,0.8282692975459215
105,0.8334303582292122
106,0.8474303699683322
107,0.7822089372147253
108,0.7607458163819842
109,0.7474381689349322
110,0.7318905760982246
111,0.6457482097822337
112,0.5061087239087665
113,0.4310038864687464
114,0.36318504568068705
115,0.26547012762674344
116,0.17829894537921778
117,0.04094184023732034
118,0.018888516820400485
119,-0.066992658588335
120,-0.13810891833108402
121,-0.2029119220801619
122,-0.2869244613409963
123,-0.36240835798375287
124,-0.4163251809837858
125,-0.5172833371540819
126,-0.5635716841152566
127,-0.6296442692504008
128,-0.6425830874432141
129,-0.6723137633195904
130,-0.6641749954053535
131,-0.6542838407579576
132,-0.6784802178301116
133,-0.7022158338886351
134,-0.6868642289541151
135,-0.707088010470758
136,-0.7074961750825187
137,-0.7101785915778847
138,-0.7212381992315892
139,-0.7611759181650201
140,-0.7802791242120927
141,-0.8020897188510312
142,-0.7858231018564756
143,-0.778151639367366
144,-0.8093632122326063
145,-0.831442403297073
146,-0.8184666608457106
147,-0.7659714906883621
148,-0.7193947762900853
149,-0.7115280147842095
150,-0.7141910047107116
151,-0.7008327586295094
152,-0.7344734792651978
153,-0.7196976103210221
154,-0.7574584513250627
155,-0.7324391661736199
156,-0.6987277314494975
157,-0.7214978057023774
158,-0.6791750276654226
159,-0.6701799062847225
160,-0.7013737059061087
161,-0.7418062856814946
162,-0.707997339226073
163,-0.6296877034761754
164,-0.6435621314031031
165,-0.6390933661233378
166,-0.5896154796643541
167,-0.6039551463601469
168,-0.632486093832115
169,-0.6551166687873046
170,-0.6882971450734279
171,-0.6877611922161285
172,-0.6866295256912849
173,-0.6663311723278521
174,-0.627937073400839
175,-0.6038478180116029
176,-0.571536301795142
177,-0.5623416791966089
178,-0.5528003061215699
179,-0.586664535632002
180,-0.6264358887363357
181,-0.6315793483971277
182,-0.643606908955448
183,-0.6515834787973827
184,-0.6283538835246295
185,-0.658448532013029
186,-0.6295168598918436
187,-0.633064619808413
188,-0.6243801513081744
189,-0.6286890262817967
190,-0.6292974154410819
191,-0.5890123949228083
192,-0.5401124144432442
193,-0.5516577896513505
194,-0.5608280601502619
195,-0.5261397858995966
196,-0.5178656175559228
197,-0.5124644114149783
198,-0.5129846576846858
199,-0.5563342538854547
200,-0.5888243980915012
201,-0.6496945894181132
202,-0.661827721667155
203,-0.6153221002442936
204,-0.6035029275257329
205,-0.6046631483512641
206,-0.6040813157249468
207,-0.665149492721466
208,-0.6052400210025527
209,-0.5987397670614344
210,-0.5893058945562946
211,-0.6008406264846512
212,-0.5767550221881448
213,-0.6382357726631172
214,-0.6781563383495728
215,-0.6847980893561013
216,-0.6661314644443931
217,-0.7316761222373891
218,-0.7382129559943461
219,-0.7499147081929498
220,-0.7699037175582205
221,-0.7850003659985418
222,-0.7821331215448041
223,-0.7595236264834876
224,-0.7753280358050292
