,0
0,-1.0765234355903066
1,-1.1904830634263694
2,-1.2596233085666177
3,-1.2051855548368415
4,-0.9011854270095491
5,-0.6854882711050625
6,-0.45623022486629083
7,-0.23368298362057374
8,-0.15160656386779647
9,0.09954407009754483
10,0.39845883961661754
11,0.4989937821835877
12,0.4471009880084386
13,0.2988397156706014
14,0.3242870861975118
15,0.3069440180387158
16,0.3198334965640773
17,0.4127757478767386
18,0.1997019060886589
19,0.12296400819411872
20,0.10956774648861864
21,0.20270991725693
22,0.08168963515357018
23,0.08864481112378995
24,0.01720892750406001
25,0.11103005006272004
26,0.05064753651257191
27,0.18888473501810227
28,0.10957933743867736
29,-0.005957739212129034
30,-0.03200825189458591
31,-0.01201815928531136
32,0.04864493438615547
33,0.10516425399683757
34,-0.05624975281752594
35,0.009659317576326876
36,-0.02831376426580153
37,-0.13801735095908468
38,0.0009081701540635613
39,-0.012627907735095204
40,-0.051400295427406775
41,-0.16198213212043341
42,-0.16228425261184562
43,-0.1780871512920143
44,-0.01687981619923304
45,0.10425925750519639
46,-0.049779383481886506
47,-0.03757628531444502
48,0.24555118932788544
49,0.05074721281918976
50,-0.030046159128732996
51,-0.018872625960056035
52,0.0464291897388028
53,-0.05832606726181151
54,-0.02625319566131746
55,0.019302834912566232
56,0.41909630141381143
57,0.4978360879951776
58,0.9516436746385853
59,0.9412822513845868
60,2.7350662129431833
61,4.427480605345423
62,5.458819429941028
63,1.6147722870310817
64,-0.3487431555503642
65,-0.5785783060058025
66,-0.4897751770952191
67,-0.7440494124733462
68,-0.763728715127407
69,-0.5253623908732773
70,-0.6747950495757745
71,-0.5145583744559914
72,-0.6482692027167152
73,-0.6348139275035385
74,-0.6750601298473531
75,-0.6586918384360323
76,-0.639818396747689
77,-0.6300477601134619
78,-0.7254907963650122
79,-0.6630642458110456
80,-0.9643362979221591
81,-0.8236278652107308
82,-0.8591397280402624
83,-1.1031175967334388
84,-1.0384465456815943
85,-1.0431569735675945
86,-0.9381313359930558
87,-0.7110229255906358
88,-0.5685770557249605
89,-0.15914361986490955
90,0.07567940829205735
91,0.16814831035388098
92,0.3008779018182352
93,0.44822121847406204
94,0.40895777102181863
95,0.44561810870623975
96,0.6034264504692882
97,0.5131318093116898
98,0.38965942556277333
99,0.5833212667300179
100,0.5446348257629905
101,0.47514483233766547
102,0.43513465144740715
103,0.3503232333340232
104,0.36301864651763455
105,0.44348612968532314
106,0.44970005820963
107,0.38742225492370175
108,0.41705071699535606
109,0.4547726136978016
110,0.3450162526726575
