,0
0,-0.7852250448128855
1,-0.26153465969919415
2,0.8812727133001212
3,0.9793096529509491
4,1.0449532519969746
5,0.9906762802525798
6,1.1001469782292659
7,1.2820423065209379
8,1.3164955096059732
9,1.3657253452793146
10,0.9887256054144686
11,0.5443180369727559
12,0.26595157452607465
13,0.0688167685988379
14,-0.12973645660353972
15,-0.35819732812621297
16,-0.5162296630398456
17,-1.3589899931455693
18,-1.20658186184472
19,-1.2230099690543093
20,-0.8056064189325904
21,-1.2767158727492676
22,-1.2239085158402774
23,-1.1589805629265526
24,-1.3859766286183146
25,-1.2701294362584798
26,-1.1757794888534703
27,-1.0857913595296138
28,-1.2474005877988172
29,-1.1427514192805388
30,-0.9839878148935333
31,-1.1550531683522727
32,-1.1842644477759716
33,-1.0804344706246105
34,-1.1202384582138891
35,-1.2831326046871265
36,-1.1452573136695596
37,-1.1695989571948795
38,-1.4023746249913986
39,-1.3001481529113408
40,-1.106518507662915
41,-0.7293878215806611
42,-1.126334606094066
43,-1.3494202938729944
44,-0.9182347017147918
45,-1.0249461004811946
46,-1.425667774020364
47,-1.178753482772171
48,-1.1868863357878443
49,-1.0270898720648147
50,-1.4190542726574487
51,-1.2395537319723104
52,-1.2723178863808282
53,-1.326055204513789
54,-0.908182040693509
55,-1.1648491009501065
56,-1.5038650580145478
57,-1.2020701055115963
58,-1.1657938296572723
59,-1.1506953678572756
60,-0.9571158204425954
61,-1.2473067701030696
62,-1.212377220289028
63,-1.1286333624326028
64,-0.7637591762736753
65,-1.1613951902516477
66,-1.1399867858863828
67,-1.2743446172899304
68,-0.9198445903887404
69,-1.0763657488608225
70,-1.2626204197067976
71,-0.7364427537836202
72,-1.318363062750646
73,-1.036044679623729
74,-1.137862551004469
75,-1.1198690485327227
76,-0.9108070363227565
77,-0.7630886502854182
78,-0.884898115004713
79,-1.1000196076884698
80,-1.145451680493412
81,-1.2978295898643746
82,-1.1463718080345477
83,-0.9778950588435247
84,-1.008876444406662
85,-1.2099348364546938
86,-1.1632710763926986
87,-0.8678037279389927
88,-1.0518433840642367
89,-1.0631917839353764
90,-1.240427111295325
91,-1.0988083298880718
92,-0.926053732535582
93,-1.0882229946099702
94,-1.1372011494062497
95,-1.1961966225517224
96,-0.9712296526107378
97,-0.7685250628254403
98,-1.0864801616545081
99,-1.0335916752874306
100,-1.083133267396403
101,-0.8674383106572712
102,-0.91747906653315
103,-1.1631750799906106
104,-0.8861767238804077
105,-0.7135501659698007
106,-1.005001592016041
107,-1.0184285070612007
108,-0.8368466114820694
109,-0.6852808098337086
110,-0.952559651384647
111,-0.8412014546466262
112,-0.9173270521167436
113,-0.6472452683662946
114,-0.8372432169055162
115,-0.8014069851529186
116,-1.0202627150261965
117,-0.7900663826968504
118,-0.7384274716163799
119,-0.8680295241046334
120,-0.7895918518912772
121,-0.8898760903075691
122,-0.7374419577266447
123,-0.8611062757989894
124,-0.5071688016309779
125,-0.7315884047162406
126,-0.7530841735729654
127,-0.9190478018342172
128,-0.8771508249927491
129,-0.9715667375546022
130,-0.8514635827924775
131,-0.9064258143033497
132,-0.7583404273946026
133,-0.5200405697219875
134,-0.8752177729373778
135,-0.8216353968768215
136,-0.8515032850212847
137,-0.5624057777847282
138,-0.5559669397618918
139,-0.8460531382247649
140,-0.879008821507181
141,-0.6786222298634712
142,-1.00790642871478
143,-0.6301112899896535
144,-0.7392687543639425
145,-0.6432032092720701
146,-0.5824262743006612
147,-0.6389112852094301
148,-0.6993241468522979
149,-0.5747471433710503
150,-0.5246178170788474
151,-0.48235115899144665
152,-0.5173569735326569
153,-0.3189713378986864
154,-0.4715236628097746
155,-0.584755550168083
156,-0.8051689102135555
157,-0.21274697666719355
158,-0.620387972881566
159,-0.5792625541496803
160,-0.3512105191198548
161,-0.5176435076863815
162,-0.6691780334586421
163,-0.6891911469653857
164,-0.6090004370357225
165,-0.5397647994444383
166,-0.3577630859494933
167,-0.41609521931190213
168,-0.3628774222481545
169,-0.4642354812035844
170,-0.2472587368065716
171,-0.5935668803429768
172,-0.10996145230016532
173,-0.39325135452311094
174,-0.26561758279844944
175,-0.20838663497148271
176,-0.12328616245296022
177,-0.32672372914596065
178,-0.4019716238082593
179,-0.5805063522987695
180,-0.44987353762689597
181,-0.3516613077356074
182,0.0008835463038899261
183,-0.38062337769783483
184,-0.2642272022829237
185,0.022798027822590508
186,-0.13091795190408034
187,-0.1721804848549658
188,-0.2348783593398925
189,-0.30382841437572716
190,-0.4303716683731572
191,-0.03137321315054307
192,-0.2720150236302048
193,-0.13411547486888653
194,-0.16472005713522508
195,-0.3079435781751884
196,-0.1423044117526023
197,-0.20893751270090904
198,-0.15917802319089275
199,-0.2136912274967384
200,-0.40094933670589666
201,-0.13383921511769875
